title;relevancy;engagement;activity
ismet ozel;0.083007048;0.028719205;
ismi ya da konusu hatirlanmayan filmler;0.001566171;0.069824418;
ispanya;0.176977291;0.013610998;
ispanya milli futbol takimi;0.007830854;0.014495713;
ispanyolca;0.05559906;0.016911665;
israil;0.196554424;0.057608548;
israrla yanlis telaffuz edilen kelimeler;0.003132341;0.027630325;
issiz adam;0.124510572;0.051041241;
issizlik;0.09788567;0.028412958;
istanbul;0.708692247;0.196168504;
istanbul ataturk havalimani;0.016444792;0.0139853;
istanbul bilgi universitesi;0.022709475;0.021743569;
istanbul da yasamak;0.007047768;0.018885259;
istanbul metrosu;0.014095536;0.017149857;
istanbul nufusunun azalmasi icin ne yapilmali;0.001566171;0.027936573;
istanbul teknik universitesi;0.0321065;0.03001225;
istanbul trafigi;0.056382146;0.068735538;
istanbul trafigi icin cozum onerileri;0.003132341;0.041989928;
istanbul un tek kelimelik ozeti;0;0.024635906;
istanbul universitesi;0.070477682;0.028549068;
istanbul vs ankara;0.003132341;0.018613039;
iste benim stilim;0.018794049;0.014597795;
istifa etmek;0.014095536;0.028549068;
istiklal caddesi;0.090054816;0.034980264;
istiklal in gobeginde ustsuz lgbt kutlamasi;0.002349256;0.024908126;
isvec;0.129209084;0.024023411;
isvicre;0.118245889;0.01575473;
isyeri diyaloglari;0.000783085;0.01493807;
it s always sunny in philadelphia;0.030540329;0.013270723;
italya;0.194988254;0.023478971;
italyan erkegi;0.006264683;0.019055397;
itirafcilarin aslinda demek istedikleri;0.010963195;0.029297673;
itirazim var;0.038371182;0.019157479;
itu sozluk;0.029757244;0.020756771;
itunes;0.069694597;0.022662311;
ivan bebek;0.026624902;0.031407377;
iyi insan olmak;0.004698512;0.016775555;
iyi insan olmanin hicbir ise yaramamasi;0.003915427;0.019395672;
iyi insanlarin ortak ozellikleri;0.002349256;0.037328161;
iyi ki boyle bir ismim yok denilesi isimler;0.000783085;0.019838029;
iz birakan kitap cumleleri;0.01018011;0.224445352;
izban;0.024275646;0.013645025;
izet hajrovic;0.010963195;0.01452974;
izlanda;0.058731402;0.019191507;
izmir;0.400939702;0.179869334;
izmir den gezi parki na destek;0.003132341;0.012181843;
izmir ekonomi universitesi;0.021143305;0.010684633;
izmir metrosu;0.008613939;0.013781135;
izmir sicagi;0.003132341;0.01752416;
izmir sogugu;0.007047768;0.027596298;
izmirli kizlar;0.01174628;0.021981761;
j. r. r. tolkien;0.027407987;0.016060977;
jack daniel s;0.018794049;0.023376889;
jagermeister;0.018794049;0.036171226;
james hetfield;0.05559906;0.020314414;
jan olde riekerink;0.024275646;0.056417585;
jan vesely;0.013312451;0.016231115;
japonya;0.129209084;0.024703961;
jason denayer;0.017227878;0.018238737;
java;0.048551292;0.013917245;
jeff buckley;0.062646829;0.01412141;
jehan barbur;0.051683634;0.024023411;
jelko obradovic;0.018794049;0.050020416;
jenerigi atlanmadan izlenen diziler;0.001566171;0.024669933;
jenerik marka;0.004698512;0.017354022;
jennifer lawrence;0.036805012;0.040084388;
jennifer lopez;0.058731402;0.019293589;
jeremain lens;0.016444792;0.015720702;
joffrey baratheon;0.058731402;0.01507418;
johan elmander;0.049334377;0.031611542;
john wick;0.018010963;0.017285967;
johnny depp;0.101018011;0.026439363;
joker karakterini oynayabilecek turk oyuncu;0;0.018204709;
jon snow;0.054815975;0.033993467;
jose ernesto sosa;0.028974158;0.04168368;
jose fernando viana de santana;0.008613939;0.015244317;
jose maria gutierrez hernandez;0.025058731;0.029774057;
jose mourinho;0.140955364;0.07632367;
josef de souza dias;0.007047768;0.018442902;
josef stalin;0.023492561;0.033789302;
josep guardiola;0.029757244;0.033483054;
jurgen klopp;0.050117463;0.028276848;
justin bieber;0.141738449;0.060330747;
justin timberlake;0.064212999;0.015006125;
juventus;0.124510572;0.021709541;
kaamos;0.007830854;0.007894379;
kaan kural;0.061080658;0.040118416;
kaan sezyum;0.036805012;0.017354022;
kaan tangoze;0.050900548;0.032019872;
kabak bamya kereviz enginar pirasa seven insan;0.001566171;0.027630325;
kac erkekle yattigini net olarak bilmeyen kadin;0.002349256;0.017898462;
kader;0.142521535;0.029127535;
kadikoy;0.220046985;0.061215462;
kadikoy kartal metrosu;0.014878622;0.036749694;
kadin;0.356303837;0.07210426;
kadin borek yapmasini bilmiyorsa o aile dagilir;0.003132341;0.019463727;
kadin olmak;0.012529366;0.015856812;
kadin sofor;0.007830854;0.020722744;
kadina ucan tekme atan adamin serbest birakilmasi;0.002349256;0.01725194;
kadini seksi yapan unsurlar;0.006264683;0.034265687;
kadinina prenses muamelesi yapan erkek;0.000783085;0.030862937;
kadinlar kulubu;0.021143305;0.017762352;
kadinlar olarak killarimizi almak zorunda degiliz;0.000783085;0.019974139;
kadinlar parasiz erkegi sevmez;0.004698512;0.017319995;
kadinlara cekici gelen erkek meslekleri;0.001566171;0.035082347;
kadinlardan erkeklere tavsiyeler;0.004698512;0.037532326;
kadinlardan kadinlara tavsiyeler;0.004698512;0.05757452;
kadinlari cekici yapan detaylar;0.014878622;0.082380563;
kadinlari itici yapan detaylar;0.025058731;0.135191235;
kadinlari mutlu etmenin yollari;0.003132341;0.026133116;
kadinlarin bir erkekte aradigi en onemli sey;0.001566171;0.018340819;
kadinlarin iyi araba kullanamamalarinin nedenleri;0;0.034163604;
kadinlarin kadinlari sinir eden ozellikleri;0.003915427;0.030726827;
kadinlarin yari ciplak giyinmelerinin nedeni;0;0.0167075;
kadinlarin zeki erkekleri sikici bulmasi;0.000783085;0.01725194;
kadir misiroglu;0.034455756;0.053729413;
kadir topbas;0.056382146;0.029774057;
kafe pi;0.01174628;0.018647067;
kahin ahtapot paul;0.021143305;0.014427658;
kahve;0.090837901;0.030250442;
kahve dunyasi;0.025841817;0.027494215;
kalben;0.02192639;0.029229618;
kalbi kirilmis bir kadinin yapabilecekleri;0.002349256;0.03082891;
kaldirim varken yoldan yuruyen insan;0.000783085;0.018544984;
kalitesiz oldugu halde kaliteli sanilan markalar;0.000783085;0.019906084;
kalp atisini hizlandiran seyler;0.001566171;0.036341364;
kamer genc;0.044635865;0.031271267;
kamil koc;0.03367267;0.057608548;
kamyon yazilari;0.005481597;0.022798421;
kan vermek istemeyen ergen;0.000783085;0.017762352;
kanada;0.101801096;0.017694297;
kanada ya goc eden bir ciftin veda yazisi;0.002349256;0.019769974;
kanal d;0.147220047;0.02729005;
kanal istanbul;0.020360219;0.035762896;
kanal tedavisi;0.01174628;0.01697972;
kanit;0.035238841;0.011092963;
kanka olmak istenen unluler;0.012529366;0.048931537;
kanser;0.101018011;0.024159521;
kanser hastasi genc kizin eline para sikistirmak;0.010963195;0.024976181;
kanye west;0.053249804;0.014563768;
kanzuk;0.169146437;0.066659861;
kapali mekanlarda sigara icme yasagi;0.006264683;0.018715122;
kapalicarsi nin gizemli kedisi;0.002349256;0.011535321;
kapatinca oh be kafa sikiyormus denen seyler;0.024275646;0.029910167;
kapitalizm;0.15348473;0.045596842;
kapitalizmi anlatan en iyi soz;0.001566171;0.023581053;
kar;0.108065779;0.025418538;
kara carsafli kadinlar;0.002349256;0.015278345;
kara para ask;0.01174628;0.010922826;
kara sevda;0.037588097;0.021369266;
karabasan;0.030540329;0.022288009;
karadayi;0.04385278;0.028481013;
karadenizlilerde damak tadi olmamasi;0.000783085;0.021063019;
karaman da 45 erkek ogrenciye tecavuz;0.01018011;0.018953314;
kardes;0.088488645;0.022560229;
kardes payi;0.084573218;0.080611134;
karisi kiziyla raki icen insan;0.002349256;0.018000544;
kariyer.net;0.025058731;0.04590309;
karizmatik cevaplar;0.024275646;0.05798285;
karizmatik ders isimleri;0;0.03137335;
karizmatik futbolcu isimleri;0.004698512;0.017592215;
karl marx;0.106499608;0.024397713;
karma;0.135473767;0.035116374;
karpuz;0.050117463;0.017558187;
karsi cinse donusulse yapilacak ilk sey;0.000783085;0.036171226;
karsi cinsle tanisma denemesi replikleri;0.001566171;0.015516537;
karsiliksiz ask;0.023492561;0.0266095;
karsiyaka spor kulubu;0.006264683;0.010276303;
kas;0.064996085;0.025758813;
kasimpasa spor kulubu;0.002349256;0.0153464;
kasitli olarak yanlis telaffuz edilen kelimeler;0;0.025622703;
kate upton;0.079874706;0.052062066;
katy perry;0.057165231;0.019940112;
kavak yelleri;0.079091621;0.049578059;
kaya cilingiroglu;0.028974158;0.016333197;
kayahan;0.073610023;0.023683136;
kaybedenler kulubu;0.113547377;0.052402341;
kayinvalideye anne demek;0.000783085;0.01697972;
kayip;0.060297572;0.01697972;
kayip sehir;0.027407987;0.012420035;
kayseri;0.085356304;0.019940112;
kayserispor;0.07752545;0.013951273;
kazim koyuncu;0.102584182;0.036885804;
keanu reeves;0.05559906;0.031407377;
kedi;0.157400157;0.150265414;
kedi isimleri;0.001566171;0.047536409;
kedi seven erkek;0.004698512;0.034537907;
kedilerin gariplikleri;0.007047768;0.091704097;
kediyle uyumak;0.005481597;0.017490132;
kelebegin ruyasi;0.02192639;0.03137335;
kelime oyunu;0.041503524;0.026167143;
kelimelik;0.010963195;0.022764394;
kemal kilicdaroglu;0.202819107;0.295869062;
kemal sunal;0.191072827;0.041071186;
kemal unakitan;0.041503524;0.033891384;
kemalizm;0.061863743;0.019327617;
kenan dogulu;0.093970243;0.016809582;
kenan evren;0.137823023;0.062542534;
kenan imirzalioglu;0.07752545;0.029535865;
kenan isik;0.030540329;0.019599837;
kenan sofuoglu;0.01174628;0.036477474;
kendi kendine konusmak;0.014095536;0.027494215;
kendi sacini kesmek;0.002349256;0.024193548;
kendime not;0.012529366;0.048999592;
kendini bok gibi hissetme nedenleri;0.003132341;0.015652647;
kendinin siradan biri oldugunu fark etmek;0.003132341;0.023649108;
kendinizle cikar miydiniz;0.001566171;0.042262148;
kendisiyle ayni gun dogulan unlu;0.000783085;0.039880223;
kerem tunceri;0.031323414;0.017762352;
kerim frei;0.05403289;0.019599837;
kerimcan durmaz;0.025841817;0.033789302;
keske bana yazilsa denilen sarki;0;0.028446985;
keske erken olmeseydi denilenler;0.000783085;0.020688716;
kevin durant;0.031323414;0.024329658;
kevin grosskreutz;0.015661707;0.025997006;
kezban;0.20908379;0.037566354;
kfc;0.036805012;0.032019872;
kibris;0.09945184;0.016469307;
kickass.to;0.005481597;0.022185926;
kilo vermek;0.012529366;0.063563359;
kilo vermek icin gerekli motivasyon kaynagi;0.001566171;0.027324078;
kilo vermek isteyenlere tavsiyeler;0.007047768;0.120933714;
kim jong un;0.031323414;0.01684361;
kim kardashian;0.064996085;0.040152443;
kim milyoner olmak ister;0.047768207;0.120967742;
kimi raikkonen;0.032889585;0.015142235;
kiralik ask;0.027407987;0.046787805;
kirmalik ucuz gitar geldi;0.002349256;0.005648564;
kirmizi ruj;0.01174628;0.018885259;
kirmizi tuborg;0.032889585;0.021777596;
kiro kizlarin ortak ozellikleri;0.003132341;0.034980264;
kis gunu tisort giyen insan;0.000783085;0.021028991;
kis lastigi;0.009397024;0.015278345;
kis mevsimini cekilir hale getiren seyler;0;0.023410916;
kis mevsiminin en guzel yani;0.003132341;0.024023411;
kis saati uygulamasinin kaldirilmasi;0.007830854;0.084796516;
kis uykusu;0.049334377;0.036239281;
kisa boylu kizlara tavsiyeler;0.001566171;0.029774057;
kisa kollu gomlek;0.008613939;0.02810671;
kisi guzel kilan detaylar;0.001566171;0.056451613;
kisin geldiginin anlasildigi an;0.003132341;0.045052402;
kisinin 17 yasindaki haline verecegi ogut;0.007830854;0.146318225;
kisinin 7 yasindaki haline verecegi ogut;0.001566171;0.032394174;
kisinin buyudugunu anladigi an;0.024275646;0.149482782;
kisinin buyumedigini anladigi an;0.002349256;0.028481013;
kisinin kendisine yapabilecegi en kotu sey;0;0.019667892;
kisinin okudugu bolum ogrenilince sorulan sorular;0.003132341;0.114468491;
kisinin yaslandigini anladigi an;0.035238841;0.098815843;
kisisel gelisim kitaplari;0.007830854;0.018442902;
kisisel gelisim kitaplarinin tek cumlelik ozeti;0.001566171;0.04209201;
kisiye 17 yasindaki halinin verecegi tepki;0.001566171;0.036511501;
kiskanclik;0.090054816;0.03150946;
kiskanmak;0.026624902;0.018034572;
kismetse olur;0.0321065;0.036885804;
kitap;0.107282694;0.016401252;
kitap okumak;0.026624902;0.038859398;
kitap okumanin hicbir faydasinin olmamasi;0.002349256;0.019599837;
kitap okumuyorum eksikligini hissetmiyorum;0.018794049;0.035490676;
kitap okurken yazilarin altini cizmek;0;0.037566354;
kitap satin alma hastaligi;0.007047768;0.044201715;
kitap vs e kitap;0.002349256;0.017694297;
kitaplikta olmasi utanc veren kitaplar;0;0.019565809;
kitapliktan odunc kitap vermemek;0.001566171;0.019940112;
kitapyurdu.com;0.013312451;0.025792841;
kivanc tatlitug;0.10963195;0.043078808;
kiyiya vuran suriyeli gocmen cocuk cesedi;0.005481597;0.033142779;
kiz arkadasin bakire olmadigini ogrenmek;0.002349256;0.032530284;
kiz arkadasin yok mu sorusuna alternatif cevaplar;;0.021233156;
kiz arkadasina kahvalti hazirlayan erkek;;0.019021369;
kiz arkadasina yemek yapan erkek;0.000783085;0.033312917;
kiz erkek ogrenci ayni evde kalamaz;0.015661707;0.032530284;
kiza asla hesap odetmeyen erkek;0.003132341;0.022390091;
kizil sac;0.006264683;0.016945692;
kizilkayalar;0.030540329;0.035933034;
kizini kacirmak isteyen genci olduren baba;0.000783085;0.019191507;
kizlara dair bilinmesi gereken gercekler;0;0.018544984;
kizlarin en cok soyledigi yalanlar;0.003132341;0.037396216;
kizlarin erkeklere hesap odetme sacmaligi;0;0.020280387;
kizlarin yedekte bircok erkek tutmasi;0.004698512;0.019633864;
kizli erkekli egitim buyuk bir yanlis;0.002349256;0.017592215;
klibiyle dinlendiginde daha guzel olan sarkilar;0.002349256;0.028140738;
klibiyle dinlenmesi gereken parcalar;0.001566171;0.018068599;
klise timi;0.02192639;0.033040697;
knight online;0.04385278;0.019872057;
knight online steam edition;0.003132341;0.01589084;
kobe bryant;0.072043853;0.057608548;
koc burcu erkegi;0.028191073;0.020212332;
koc burcu kadini;0.018010963;0.018510957;
koc holding;0.019577134;0.019633864;
koc universitesi;0.052466719;0.020518579;
kocaeli cocuk rehabilitasyon merkezindeki olaylar;0.003132341;0.019769974;
kocaeli universitesi;0.021143305;0.017354022;
kofteci ramiz;0.007830854;0.01643528;
kofteci yusuf;0.010963195;0.02810671;
koklayarak open erkek;0.005481597;0.027187968;
kokorec;0.058731402;0.045528787;
kokusu yasam sevincini arttiran seyler;0.001566171;0.042057983;
kolay gibi gorunen ama cok zor olan seyler;0.000783085;0.039335783;
koltugunu 180 derece yatirmaya calisan yolcu tipi;0.005481597;0.034776099;
kolundaki killari almayan kiz;0.000783085;0.024465768;
komedi dukkani;0.026624902;0.01589084;
komik ad soyad kombinasyonlari;0.002349256;0.020484552;
komik clairvoyance mesajlari;0;0.010616578;
komik dukkan isimleri;0.003132341;0.040016333;
komunist parti;0.04385278;0.01194365;
komunizm;0.061863743;0.022798421;
konusurken araya ingilizce sozcuk sikistiran kisi;0.003132341;0.036443446;
konya;0.123727486;0.031203212;
kopek;0.086139389;0.027528243;
kopek saldirirsa yapilacaklar;0.003132341;0.021879679;
kopeksiz sokaklar istiyoruz;0.003132341;0.056791888;
koray avci;0.025058731;0.03137335;
koray caliskan;0.024275646;0.015278345;
korcan cinemre;0.003132341;0.022696339;
kordugum;0.028974158;0.01344086;
kore demokratik halk cumhuriyeti;0.01174628;0.023683136;
korku;0.113547377;0.020348442;
koton;0.022709475;0.015958895;
kotu gunlerde kisiye guc veren sozler;0.000783085;0.034163604;
kotu insanlarin ortak ozellikleri;0.002349256;0.023819246;
kotu kedi serafettin;0.023492561;0.022730366;
kotu olmakta sonuna kadar hakli kotu karakterler;0;0.017626242;
kova burcu erkegi;0.025841817;0.023955356;
kova burcu kadini;0.025058731;0.017694297;
koy enstituleri;0.034455756;0.021879679;
koylerdeki komik lakaplar;0.001566171;0.044780182;
kpss 2010;0.012529366;0.016095005;
kpss 2010 kopya skandali;0.032889585;0.023444944;
kpss 2012;0.003132341;0.019463727;
kpss 2014;0.01018011;0.031067102;
kpss 2015;0.006264683;0.014223493;
kpss 2016;0.003915427;0.037668436;
kredi karti;0.046985121;0.021879679;
kuba;0.061080658;0.014019328;
kucuk capraz canta tasiyan erkek;0.004698512;0.017013747;
kucuk iskender;0.075176194;0.018613039;
kucuk memeli kadinlar;0.001566171;0.016129032;
kucuk prens;0.090054816;0.01752416;
kucuk sirlar;0.040720439;0.02987614;
kucukken istenen ama sahip olunamayan seyler;0.000783085;0.049271812;
kucukken ne olmak istediyse o olan insan;0.001566171;0.022764394;
kufreden kiz;0.003132341;0.018068599;
kufur etkisi yaratan ama kufur olmayan cumleler;0.036021926;0.092146454;
kufur etkisi yaratan ama kufur olmayan kelimeler;0.021143305;0.036069144;
kufurlu atasozu ve deyimler;0.001566171;0.027902545;
kullanmak icin can atilan replikler;0.01018011;0.081189601;
kulyaz;0.009397024;0.020008167;
kunefe;0.034455756;0.017898462;
kunta kinte;0.018794049;0.007656186;
kuran i kerim;0.05559906;0.037770519;
kuran in insan yapisi oldugunun delilleri;0.004698512;0.0153464;
kurban;0.100234926;0.016639445;
kurban bayrami;0.03367267;0.038689261;
kurdistan;0.04385278;0.036409419;
kurk mantolu madonna;0.104933438;0.079930584;
kurk mantolu madonna yi okudum madonna var;0.007047768;0.034435824;
kurt;0.158966327;0.036103171;
kurt cobain;0.088488645;0.018919287;
kurt seyit ve sura;0.01174628;0.016639445;
kurt sorunu;0.052466719;0.018919287;
kurtaj;0.039154268;0.025656731;
kurtce;0.046985121;0.019293589;
kurtlar vadisi;0.207517619;0.034878182;
kurtlar vadisi pusu;0.057165231;0.063529332;
kurtler;0.037588097;0.013883218;
kutlu dogum haftasi;0.022709475;0.016673472;
kuzen ile evlenmek;0.000783085;0.02783449;
kuzey guney;0.086922475;0.079624336;
kuzey kibris turk cumhuriyeti;0.017227878;0.015448482;
lady gaga;0.112764291;0.044371852;
lahmacun;0.050117463;0.018749149;
lahmacunu rulo yapip yiyen insan;0.000783085;0.020110249;
lahmacunu super olan mekanlar rehberi;0;0.018306792;
laiklik;0.062646829;0.020586634;
laiklik anayasada olmamali;0.01018011;0.027085885;
lana del rey;0.062646829;0.042330203;
laptop alacaklara tavsiyeler;0.002349256;0.05621342;
lara gofret;0.041503524;0.020450524;
last.fm;0.044635865;0.024499796;
lazar markovic;0.028191073;0.020586634;
lazer epilasyon;0.016444792;0.017932489;
lc waikiki;0.031323414;0.03137335;
le fabuleux destin d amelie poulain;0.032889585;0.017217912;
le petit prince;0.028974158;0.022151899;
league of legends;0.059514487;0.081938206;
lebron james;0.074393109;0.065094596;
led zeppelin;0.107282694;0.015516537;
lefter kucukandonyadis;0.038371182;0.016605417;
leicester city;0.035238841;0.04250034;
leman sam;0.039154268;0.01507418;
leon;0.07752545;0.018408874;
leonard cohen;0.091620987;0.031067102;
leonardo dicaprio;0.057165231;0.051517626;
levent gultekin;0.02192639;0.019667892;
levent kirca;0.090837901;0.066591806;
levent uzumcu;0.035238841;0.033346944;
levent yuksel;0.080657792;0.015448482;
leyla ile mecnun;0.30696946;0.234177215;
leyla zana;0.031323414;0.018817204;
lg g2;0.025841817;0.022594256;
lg g3;0.013312451;0.017081802;
lg g4;0.014095536;0.015958895;
liberal demokrat parti;0.02192639;0.030250442;
libido dusuren kelimeler;0.002349256;0.01752416;
libya;0.05559906;0.01316864;
life of pi;0.025841817;0.023138696;
lig tv;0.147220047;0.048319042;
limango;0.010963195;0.016129032;
limon;0.085356304;0.017047775;
limonata;0.026624902;0.020042194;
linkedin;0.040720439;0.034605962;
linux;0.080657792;0.020518579;
lionel carole;0.021143305;0.014870015;
lionel messi;0.139389193;0.129712808;
lise hocalarina yillar sonra soylemek istenenler;0;0.026677555;
liseden akilda kalanlar;0.001566171;0.017660269;
liseyi sevgilisi olmadan bitiren insan;0.003915427;0.021369266;
little caesars;0.01018011;0.022560229;
liverpool fc;0.039937353;0.033006669;
londra;0.162098669;0.039267728;
loop a alinacak sarkilar;0.009397024;0.045392677;
lorik cana;0.031323414;0.013406833;
los angeles lakers;0.029757244;0.019735947;
lost;0.393108849;0.191710902;
lost tan akilda kalanlar;0;0.018034572;
love me back;0.01018011;0.029569892;
lozan i zafer diye yutturmaya calisiyorlar;0.002349256;0.025997006;
lube ayar;0.015661707;0.013917245;
lucid dreaming;0.029757244;0.019769974;
lucifer;0.047768207;0.015278345;
lucky strike;0.013312451;0.018919287;
lucy;0.022709475;0.02688172;
luis nani;0.025058731;0.034980264;
luis suarez;0.048551292;0.030080305;
lukas podolski;0.049334377;0.052368314;
luks magazada kendini bir sey sanan tezgahtar;0.003915427;0.018613039;
lustral;0.041503524;0.017864434;
lys 2013;0.003915427;0.015686675;
lys 2014;0.001566171;0.01507418;
lys 2015;0.004698512;0.018885259;
lys 2016;0.003915427;0.022764394;
m. serdar kuzuloglu;0.017227878;0.019259562;
maarri;0.017227878;0.0126242;
maasi asgari ucret uzerinden gosteren isverenler;0.001566171;0.019735947;
maasli isten bikip kendi isini kurmak;0.001566171;0.021403294;
mabel matiz;0.061863743;0.066761944;
macbook air;0.018010963;0.019565809;
macbook pro;0.026624902;0.043895468;
mackolik.com un yaran uye yorumlari;0;0.012454063;
mad max fury road;0.015661707;0.031577515;
mad men;0.073610023;0.024635906;
madem bira iciyorsun neden domuz eti yemiyorsun;0;0.025554648;
mado;0.043069695;0.031407377;
madonna;0.144870791;0.02769838;
magazada actigi kazagi katlayip koyan musteri;0.000783085;0.02987614;
mahmut uslu;0.038371182;0.025758813;
mahsun kirmizigul;0.093187157;0.016809582;
majezik;0.019577134;0.016503335;
makale araniyor duyurulari;0.014095536;0.107594937;
makyaj yapmayan kadin;0.004698512;0.036375391;
mamadou niang;0.034455756;0.017830407;
man of steel;0.019577134;0.014155438;
manchester city;0.102584182;0.01521029;
manchester united;0.169929522;0.036851776;
mandalina;0.035238841;0.015788757;
manga;0.094753328;0.023240779;
mango;0.050900548;0.020450524;
mango ya girip 4 dakikada cikan kadin;0.003915427;0.024908126;
mansur yavas;0.046202036;0.063155029;
manuel fernandes;0.076742365;0.054001633;
manuel neuer;0.041503524;0.022288009;
mario balotelli;0.046985121;0.033006669;
mario gomez;0.118245889;0.111984483;
mariya sarapova;0.01018011;0.018442902;
mark zuckerberg;0.042286609;0.020620661;
markafoni;0.023492561;0.039914251;
markar esayan;0.012529366;0.009833946;
marksist.org;0.021143305;0.009187423;
marmara universitesi;0.040720439;0.019361644;
marmaray;0.039937353;0.053082891;
marsel ilhan;0.01174628;0.014631823;
marti;0.047768207;0.016775555;
martin linnes;0.020360219;0.017932489;
martin skrtel;0.014878622;0.015142235;
masterchef turkiye;0.002349256;0.011229073;
masturbasyon;0.10963195;0.018476929;
masturbasyona turkce isim onerileri;0.000783085;0.021165101;
masumiyet;0.089271731;0.021879679;
masumiyet muzesi;0.046202036;0.021369266;
matematige veda edilen an;0.001566171;0.0320539;
matematik;0.086139389;0.024635906;
matias delgado;0.024275646;0.013202668;
mavi jeans;0.020360219;0.022219954;
mavi marmara giderken icindekiler bize mi sordu;0.007830854;0.03150946;
mcdonald s;0.057165231;0.048216959;
mecidiyekoy de kazaya sebep olan marti;0.000783085;0.0167075;
medcezir;0.043069695;0.026031033;
medeniyet gostergesi kucuk detaylar;0.004698512;0.024567851;
medeniyetsizlik gostergesi kucuk detaylar;0.008613939;0.034912209;
media markt;0.019577134;0.030318497;
medya krali;0.025841817;0.023172724;
mega holdings;0.018010963;0.026983803;
megadeth;0.084573218;0.012794338;
megan fox;0.048551292;0.018715122;
mehmet ali aydinlar;0.042286609;0.039778141;
mehmet ali birand;0.100234926;0.059582142;
mehmet ali erbil;0.101801096;0.031985845;
mehmet aurelio;0.057165231;0.017354022;
mehmet baransu;0.066562255;0.04413366;
mehmet barlas;0.07752545;0.030896965;
mehmet demirkol;0.112764291;0.069245951;
mehmet erdem;0.0321065;0.01752416;
mehmet gunsur;0.041503524;0.018374847;
mehmet metiner;0.058731402;0.035864979;
mehmet okur;0.040720439;0.020756771;
mehmet piskin;0.021143305;0.049271812;
mehmet simsek;0.034455756;0.020960936;
mehmet topal;0.133124511;0.045426705;
mehmet topuz;0.112764291;0.027868518;
melih gokcek;0.235708692;0.162481285;
melih gumusbicak;0.026624902;0.014767932;
melis birkan;0.025841817;0.016673472;
meltem banko;0.057948316;0.019804002;
meme;0.149569303;0.019225534;
memento;0.066562255;0.01643528;
memet ali alabora;0.022709475;0.024567851;
menemen yaparim yanina da cay demleriz diyen kadin;0.003132341;0.022866476;
menemene sogan koymak;0.003132341;0.016265142;
mengus;0.027407987;0.008336736;
menzil cemaati;0.002349256;0.023240779;
meral aksener;0.043069695;0.060807132;
mercimek corbasi ile en iyi giden sey;0;0.025724786;
merhaba ben chp genel baskani kemal kilicdaroglu;0.007830854;0.034367769;
merhamet;0.072043853;0.019838029;
meriem sahra userli;0.002349256;0.022458146;
merkez turkiye;0.015661707;0.024193548;
merlin;0.043069695;0.018204709;
mersin;0.090837901;0.026031033;
mert nobre;0.050117463;0.019157479;
merve bolugur;0.014878622;0.021369266;
meryem gayberi;0.017227878;0.01412141;
mesaj atsam mi atmasam mi tereddudu;0.002349256;0.036341364;
mesajiniz var yesili;0.039937353;0.073669525;
mesajlasilan erkegin bir anda mesajlasmayi kesmesi;0;0.019804002;
meslegini soyleyince verilen cevaplar;0;0.023853273;
mesut ozil;0.101801096;0.074622295;
mesut sure;0.018010963;0.015924867;
metal muzik tarihinin en huzunlu sarkilari;0.000783085;0.015550565;
metallica;0.204385278;0.058901592;
mete kalkavan;0.023492561;0.021097046;
metin feyzioglu;0.034455756;0.030488635;
metro turizm;0.05403289;0.100142915;
metrobus;0.102584182;0.108887981;
metroda engelli asansorunu kullanan insanlar;0.003132341;0.017762352;
metrodan inenleri beklemeden binmeye calismak;0.006264683;0.061589765;
mevlana;0.164447925;0.024669933;
mevlut mert altintas;0.007830854;0.021539404;
mezar tasinda yazmasi gerekenler;0.000783085;0.01507418;
mezun oldugu liseyi ozlemeyen insan;0.000783085;0.016775555;
mezuniyet   is bulma   evlilik   cocuk;0;0.019735947;
mfo;0.11981206;0.018817204;
miami heat;0.028974158;0.011637403;
michael jackson;0.248238058;0.055226623;
michael jordan;0.114330462;0.03191779;
michael phelps;0.025841817;0.018544984;
michael schumacher;0.061080658;0.036137199;
michael sikkofield;0.028191073;0.02810671;
microsoft;0.12137823;0.020892881;
midnight in paris;0.020360219;0.018987342;
midye dolma;0.0321065;0.028446985;
migren;0.044635865;0.025418538;
migros;0.076742365;0.02960392;
migros un basortulu calistirmama karari;0.000783085;0.01643528;
mijen;0.014878622;0.004491629;
milan baros;0.090054816;0.031305295;
miley cyrus;0.040720439;0.029229618;
millet fakir karanfil atiyor ben gittim gul attim;0.003915427;0.023921328;
milletce alkisliyoruz;0.036021926;0.015278345;
milli istihbarat teskilati;0.016444792;0.051143324;
milli macta saygi durusunu isliklayan konyali;0.003915427;0.021199129;
milliyet;0.202819107;0.03082891;
milliyet.com.tr;0.018010963;0.047808629;
milliyetci hareket partisi;0.04385278;0.11555737;
milliyetcilik;0.06577917;0.027528243;
milos krasic;0.040720439;0.022968559;
milos teodosic;0.021143305;0.020246359;
minecraft;0.028191073;0.013406833;
minik gulce icin yardim kampanyasi;0.022709475;0.01439363;
minimal eksi roman;0.007047768;0.083061113;
minimal oyku denemeleri;0.003132341;0.036987886;
miranda kerr;0.03367267;0.016469307;
mircea lucescu;0.067345341;0.044507962;
mirgun cabas;0.036805012;0.028344903;
miroslav stoch;0.071260767;0.048489179;
misfits;0.035238841;0.011909623;
misir;0.133907596;0.018953314;
mng kargo;0.021143305;0.029910167;
mobbing;0.06577917;0.017626242;
